rec_id, given_name, surname, street_number, address_1, address_2, suburb, postcode, state, date_of_birth, age, phone_number, soc_sec_id, blocking_number
rec-5584-dup-1, christian, jukic, 241, kidman close, , bethsnia, 2794, sa, 19950219, 12, 02 61142720, 9380093, 1
rec-5525-dup-0, amy, pegg, 50, , narraburra lodge, firle, 2602, sa, 19940901, 27, , 1224452, 0
rec-3827-org,   charlotte, lock, 43, forbes street, , andergrove, 2325, qld, 19971111, 28, 07 40014596, 5739182, 7
rec-3341-org,   jacob, senesi, 54, foveaux street, bracken leigh, berowra heights, 4575, sa, 19921217, , 02 32702242, 7812648, 7
rec-1965-org,   ruby, mcgahey, 23, goodhart crescent, , unanderra, 2224, vic, 19961202, , 07 94547388, 9392705, 1
rec-4784-org,   alana, reid, 183, gilruth street, matilda blue, sherwood, 2011, wa, 19990828, 12, 08 36403382, 3776280, 9
rec-2780-org,   mark, galgaardt, 5, myles connell crescent, , dondingalong, 6028, vic, 19960825, , 08 29922437, 7154348, 2
rec-7954-dup-2, emiiy, pikulic, 24, rogers street, , cronulla, 2760, sa, , 13, 02 34209398, 6805042, 5
rec-3551-org,   rory, campbell, 7, holyman street, , mermaid waters, 4807, wa, 19920531, 39, 07 18568258, 7721282, 0
rec-7715-org,   jack, beeche, 36, inlander crescent, beach house, bayswater north, 4362, nsw, , 29, 07 65704734, 4633572, 2
rec-2707-org,   daen, quan, 12, narrabundah lane, , bondi junction, 2904, , 19980614, 33, 04 35576886, 3937071, 8
rec-5734-dup-2, vendula, , 25, annan close, euroma, taloumbi, 2540, act, 19930117, 36, 08 22480597, 1955364, 3
rec-3548-dup-0, imogen, mccarthy, 206, londonqcircuit, uarah, glenninnes, 2147, nsw, 19990731, , 04 04129974, 6464905, 2
rec-2652-org,   seth, saccardo, 21, spring range road, , penrith, 2287, tas, 19970913, 30, 03 60840530, 1407681, 3
rec-4309-org,   zachary, coulton, 3, deamer crescent, locn 1699, broadmeadows, 2075, nsw, 19900823, , 07 19241501, 2376587, 6
rec-854-org,   lynton, leaver, 1, lumeah street, , whitfield, 2566, vic, 19970117, 29, 07 12482869, 3553295, 3
rec-4460-org,   karli, mason, 12, harbison crescent, , thornbury, 3049, sa, 19981011, 34, 07 29300482, 8707083, 0
rec-24-org,   kelsye, goldsworthy, 94, johnston street, , st lucia, 2163, tas, 19910305, 30, , 9157467, 2
rec-989-org,   isaiah, waller, 30, gurrang avenue, , rose bay, 2160, qld, 19951002, 33, 07 98332090, 2395791, 5
rec-2195-org,   isabella, hearn, 17, hunter street, , port lincoln, 4070, nsw, 19960524, 12, 04 93888709, 7186412, 5
rec-884-org,   vanessa, , 3, , , rankin park, 6210, nsw, 19920911, , , 7408139, 8
rec-4184-org,   sophie, haythorpe, 77, evella court, brindabella hse, wangaratta, 3199, act, 19960930, 33, 07 03408410, 6671741, 6
rec-2325-org,   ethan, hohn, 38, stradbroke street, , frankston, 2324, vic, 19970928, , 04 02195048, 8969551, 0
rec-5381-dup-0, larissa, cobbi, 35, street foxall, , , 3076, vic, 19940609, 25, 08 11599627, 9156909, 1
rec-7433-org,   nicholas, goldsworthy, 27, , garden settlement, corrigin, 5012, qld, 19990201, 32, 07 00972024, 2625725, 3
rec-6136-org,   jamie, nguyen, 77, mclarty court, , tallong, 7258, vic, 19980313, , 07 33100530, 7071319, 8
rec-4963-org,   timothy, fardell, 15, lovelock court, the homestead, cranbourne west, 2444, nsw, 19980416, 36, 03 21642047, 1162469, 9
rec-5426-dup-0, elizagwth, mckerlie, 86, devonport street, , lake munmorah, 6532, vic, 19990621, 28, 08 67147993, 9030985, 2
rec-5584-dup-0, christian, jukqic, 241, kidman close, , bethan ia, 2794, sa, 19950219, 12, 02 61112720, 9380093, 1
rec-2352-org,   gianni, weller, 17, brown street, , hahndorf, 2131, qld, 19930219, 10, 08 65982142, 3202656, 7
rec-6662-org,   shane, sager, 108, holt medcl centre, , ferndale, 5417, sa, 19950102, 31, 04 44160527, 8332579, 1
rec-6933-org,   seth, weaver, 54, topp place, , kincumber, 2540, sa, 19950913, 30, 08 93956398, 1278854, 4
rec-6839-org,   emiily, dowley, 437, novar street, esk creek, bawley point, , nsw, 19920229, 36, 02 29651003, 5942232, 3
rec-7695-org,   aliza, shepherd, 16, minehan place, lambrook, hinchinbrook, 4810, qld, 19990917, 38, 02 82516940, 6550042, 9
rec-4962-org,   nathan, mchenry, 22, pandanus street, , palmerston, 4215, , 19980211, 21, 07 80726388, 5965048, 0
rec-6791-org,   chase, white, 100, burt street, , blue haven, 4121, vic, 19970928, 10, 08 05266812, 9812527, 6
rec-919-org,   liam, weller, 8, starke street, , coolaroo, 2646, vic, 19941103, 22, 03 62918174, 9088756, 1
rec-7888-org,   lauren, kilmartin, 52, tenison-woods circuit, , croydon north, 2094, , 19900104, 9, 02 58293390, 4915476, 3
rec-5196-org,   elli, arnaoutis, 12, knox street, aratula street, giralang, 5166, sa, 19971216, 31, 02 91363207, 8375623, 3
rec-4033-org,   riley, pascoe, 52, abrahams crescent, gowrie, patterson lakes, 4740, qld, 19940420, 10, 04 69798503, 7108026, 7
rec-5120-dup-0, madison, noack, 90, antis street, garema place surgery, allambie hights, 6147, vic, 19991127, 24, 08 97343510, 1646856, 5
rec-849-org,   isabella, sferco, 745, namatjira drive, , anglesea, 2770, , 19931109, , 02 55376285, 3063487, 6
rec-4498-org,   beth, dalrymple, 364, ern florence crescent, , wy yung, 3088, vic, 19981202, , 08 93073399, 6034890, 7
rec-4514-org,   braedon, chitti, 36, bow place, r/mead rptr, toowoomba, 2218, sa, 19991124, , 04 15771882, 5052826, 9
rec-2575-org,   harry, mrvelj, 4, moonbi crescent, knox retirement village, auburn, 5240, nsw, 19951005, 29, 08 35161174, 4670960, 6
rec-5082-org,   sarah, warrior, 143, , , willetton, 2582, wa, 19920716, 22, 03 70474537, 4834306, 2
rec-2442-org,   isabella, large, 398, elsey street, terra nostra, ulverstone, 5084, nsw, 19980730, 42, 03 51190078, 4918075, 2
rec-8336-org,   isabella, drechsler, 2, , , wentworth, 2037, qld, 19900520, 32, 02 78056027, 1994476, 9
rec-4110-org,   , librandi, 14, young street, westport, norwood, 4007, sa, 19970729, 33, 04 32775349, 5079802, 1
rec-6314-org,   timothy, mchenry, 7, mackellar crescent, , innaloo, 5023, act, 19990118, 3, 03 90816575, 6157935, 2
rec-5244-org,   matthew, reid, 26, massey street, gwandalan, hawthorn, 2111, nsw, 19950426, , 04 66861009, 4046882, 8
rec-7942-org,   emiily, sherriff, 4, bertel crescent, , cranbourne north, 7155, wa, 19970808, , 04 49654144, 6302679, 2
rec-3611-org,   tristan, noble, 268, tuckson place, , rosebud, 6285, , 19900608, 42, 03 88862492, 7295564, 1
rec-4282-org,   ruby, oats, 8, gellibrand street, , berwick, 2454, nsw, 19931110, 22, 08 50866397, 8864664, 8
rec-7705-org,   alexander, bruhn, 13, kauper street, , cronulla, 4017, nsw, 19950709, 29, 07 17377093, 4735223, 8
rec-1412-org,   wade, denholm, 6, macneil place, , daw park, 2372, nsw, 19990810, 34, 03 58620580, 5325711, 3
rec-4748-dup-0, callum, rankine, 3, , homevale, 2260, mentone, vic, 19960303, 31, 08 06421315, 6222990, 4
rec-6699-org,   charlotte, radic, 312, lowanna street, electorate office, emerald, 2700, sa, 19990104, 37, 03 17382177, 1684707, 9
rec-7721-org,   david, crosswell, 478, beaney street, kieta, bundaberg south, 2220, nsw, , 30, 04 95312202, 7038656, 6
rec-5812-org,   jack, ringland, 18, wilkins street, , berkeley vale, 5044, nsw, 19980106, 28, 07 62107338, 5387748, 7
rec-2802-org,   mikhaili, furseman, 4, newbery crescent, warra creek, wynnum west, 4508, vic, , 24, 04 17876757, 4499351, 6
rec-370-org,   lauren, janzso, 7, godfrey street, , condon, 2291, vic, 19990809, 37, 04 54129621, 5426277, 6
rec-2303-org,   blaize, cureton, 74, vidal place, vinda lodge, cremorne, 4812, nsw, , 26, 07 18271693, 1483819, 6
rec-5345-org,   harrison, fergus, 13, redcliffe street, , pooraka, 2167, vic, 19930727, 31, 04 19147169, 5640277, 5
rec-760-org,   gianni, dolan, 9, moore street, earl haven, birkenhead, 3242, nsw, 19930925, 39, 07 96236677, 2363703, 6
rec-3015-org,   jack, egan, 73, moon place, maranui, greenacre, 2110, qld, 19981102, , 08 94698148, 1024324, 5
rec-7336-org,   hannah, manson, 163, mainwaring rich circuit, forestdale, kinross, 4077, vic, 19911002, 23, 04 97129684, 4756561, 5
rec-1694-org,   joanna, boyle, 14, zincke close, , toowoomba, 3016, vic, 19910724, , 07 65974873, 7161320, 1
rec-7127-org,   kale, idris, 24, castieau street, lemnos, bridgeman downs, 5302, qld, 19971223, 34, 08 26584802, 5117968, 3
rec-469-org,   elki, clarke, 7, taroona place, , cranbourne north, 2031, nsw, , 30, 02 30972144, 1359847, 9
rec-1666-org,   richard, wardle, 16, beatham close, , toowoomba, 2046, qld, 19930911, , 04 67776723, 7802499, 9
rec-3292-org,   samuel, crosswell, 24, carroll street, , penguin, 2150, nsw, 19940912, , 03 30022909, 6678946, 7
rec-4449-dup-0, luhc, george, 8, alawa street, , peregian beach, 2537, nsw, 19941002, , 04 69632482, 3514407, 1
rec-6139-org,   emiily, beazley, 704, enid lorimer circuit, nioka, american river, 2603, nsw, 19930727, 28, 02 78822190, 9278217, 7
rec-3887-org,   sarah, paine, 18, duffy street, , como, 6152, vic, , 41, 08 96734564, 6744337, 5
rec-2141-dup-0, marcus, jolly, 27, goodenia street, , southbujbury, 5108, qld, , 30, 07 08975201, 9925918, 3
rec-2851-org,   patrick, miles, 35, hindmarsh drive, , morpeth, 2148, , 19970922, 30, 02 68498797, 2735606, 1
rec-5702-org,   joshua, gallman, 5, logan street, , mullumbimby, 5067, vic, 19990826, 24, 04 86222543, 6122963, 0
rec-6124-org,   chloe, querzoli, 215, fullagar crescent, , inglewood, 3218, vic, 19930704, 30, 02 80899221, 8223207, 3
rec-7708-org,   joshua, stanley, 13, denovan circuit, , robina, 2077, , 19911205, , 02 56203804, 3067081, 8
rec-2490-org,   nicholas, reid, 19, , , bulimba, 4102, qld, 19971224, 31, 07 71708992, 4559186, 0
rec-7099-org,   molly, colquhoun, 72, flight place, , auburn, 4702, vic, 19900730, 24, 04 32162610, 6111092, 2
rec-3523-org,   dylan, de paoli, 17, napthali close, , bonny hills, 3079, , , 35, 03 52804629, 3117276, 5
rec-5179-org,   ebonie, , 14, totterdell street, , nuriootpa, 2031, qld, 19901009, 21, 04 24215301, 9245508, 5
rec-479-org,   aidyn, maax, 10, clermont street, leumeah, burnie, 2010, sa, 19960820, 28, 03 27225116, 9028687, 7
rec-2313-org,   liam, , 6, gamor street, , abbotsford, 4127, nsw, , , 08 47067650, 3437217, 6
rec-4405-org,   rhys, elderton, 1, dalrymple street, , carina heights, 2100, qld, 19900425, 34, 08 07811523, 1459829, 7
rec-1673-org,   vendula, white, 670, cutlack street, , rankin park, 7250, vic, 19980223, 30, 03 49033204, 7202832, 1
rec-4167-org,   finn, miles, 6, garema place, glenview, eleebana, , wa, 19921028, 29, 08 89534703, 6565823, 4
rec-4231-org,   caitlin, morrison, 21, , , st kilda east, 5127, qld, 19930112, 35, 04 66288480, 8395687, 3
rec-4602-org,   blake, walls, 56, dawes street, mannibadar, coober pedy, 3011, nsw, 19910902, 34, 08 30013820, 9847794, 9
rec-40-org,   john-paul, neumann, 11, mceachern crescent, , blacktown, 3148, qld, 19970315, 23, 08 43613542, 1312481, 5
rec-454-org,   joshua, webb, 8, mortlock circuit, , highgate, 6163, qld, 19941104, , 02 42791005, 8525312, 9
rec-3379-org,   jack, toleman, 28, grayson street, john flynn medical centre, angaston, 2350, wa, 19921024, 26, 07 49468501, 5609475, 7
rec-3080-org,   paris, wimmer, 29, altair place, , nollamara, 5035, vic, 19930906, 32, 08 30480763, 8463502, 3
rec-1663-dup-0, chloe, mccarthy, 22, mclaren crescent, , moe, 3644, vic, 19949616, 27, 08 13016652, 1278643, 7
rec-1383-org,   stephen, crossman, 3, ferrier place, , denmark, 0820, vic, 19991207, 27, 08 34354416, 2306878, 7
rec-2713-dup-0, alexanra, farnbam, 4, tunney crescent, , ryde, 6107, nsw, , 37, 02 60945049, 7917320, 6
rec-8440-org,   leon, kolosche, 141, tungun street, westholme, duncraig, 2880, vic, 19920330, , 07 31281522, 1624148, 6
rec-3863-org,   olivia, mcgregor, 8, degraves crescent, summer hill, tweed heads, 4159, , 19961230, 32, 02 71206714, 9255584, 9
rec-524-org,   trey, everett, 130, quiros street, , park orchards, 5280, , 19970201, 25, 04 26588481, 2240024, 6
rec-3269-org,   , lowe, 78, jerrabomberra avenue, killarney, hendra, 2575, vic, 19921021, 8, 02 24090526, 1188925, 0
rec-6694-org,   adam, de angelis, 59, duigan place, redlands, osbornes flat, 2025, nsw, , 28, 04 15603963, 5621960, 2
rec-8426-org,   timothy, hyland, 28, alexander mackie circuit, st john of god hospital, minimay, 6164, vic, 19950312, 20, 03 06037670, 2345722, 6
rec-608-org,   ava, wehr, 11, benjee place, , pooraka, 3175, sa, 19940528, , 03 41764592, 4716481, 1
rec-3184-org,   , goadsby, 59, chevalier street, , caulfield north, 3152, , 19950821, 26, 03 63468348, 6731617, 1
rec-70-org,   ben, danby, 144, robe street, brentwood vlge, balwyn north, 2133, nsw, 19931104, 31, 04 36778622, 5569113, 5
rec-2950-org,   nathan, grainger, 2, traeger street, , terrigal, 2038, vic, 19900916, 26, , 4220752, 3
rec-6737-dup-2, jesse, walkley, 20, glenmaggie street, midlands terrace, marion, 2229, vic, 19960128, 03, 03 12200954, 1909778, 8
rec-6551-org,   anthony, ryan, 20, , , fig tree pocket, 4211, vic, 19940123, 29, 02 55222776, 1966404, 3
rec-5896-org,   dylan, nguyen, 10, findlay street, , emu plains, 6105, , 19910204, 21, 04 48395143, 5669918, 1
rec-5128-dup-0, alessaxndra, zanelli, 34, beaumont close, , burwood east, 3216, wa, 19940901, 32, 04 59388412, 5189225, 1
rec-7461-org,   emiily, hingston, 16, hillebrand street, , forrestfield, 3068, nsw, 19950809, 34, 08 82873528, 7180088, 1
rec-1495-org,   connor, curry, 144, sainsbury street, , ivanhoe, 2780, qld, 19980101, 21, 04 43521259, 7831077, 0
rec-6258-org,   luka, coulson, 12, jandamarra street, , success, 3072, vic, 19950916, 25, 03 26440021, 5401596, 9
rec-1201-org,   nicholas, mchenry, 46, lambie place, , ashfield, 2065, vic, 19961215, 10, 02 92261014, 3690000, 1
rec-5100-org,   benjamin, lena, 189, totterdell street, glenlee, pooraka, 5039, nsw, 19970212, 20, 04 92704547, 8202997, 8
rec-6946-org,   elijah, le messurier, 48, william street, , whitfield, 4014, qld, 19970127, 28, 03 50003122, 7341581, 1
rec-3714-org,   thomas, dorrell, 19, gould street, , st lucia, 3047, vic, 19961130, 29, 02 83646065, 4301659, 5
rec-2558-org,   chelsea, hammer, 2, dean place, optima lodge, auburn, 3030, qld, 19951102, 29, 04 36816445, 5007541, 8
rec-7512-org,   jordan, greenhalgh, 94, port jackson circuit, hillendale, melville, 3121, qld, 19911115, 31, 07 34343958, 2985419, 4
rec-4625-org,   joshua, crouch, 7, mackerras crescent, , greensborough, 2166, vic, 19940202, 30, 02 73820323, 3220903, 8
rec-6543-org,   lachlan, fenwick, 3, burrendong street, , tully, 2846, , 19911212, 22, 07 08226565, 8137983, 1
rec-2896-org,   thomas, morrison, 2, mackellar crescent, , butler, 3058, nsw, 19940221, 38, 03 21017686, 3959932, 3
rec-5095-org,   jaslyn, leaver, 6, aspinall street, willow side jersey stud, alton downs, 3158, qld, 19910312, 41, , 6998619, 7
rec-6576-org,   lexie, miles, 1, loureiro street, peregrine, bongaree, 3818, tas, 19950306, 7, 03 17209709, 2050187, 1
rec-6287-org,   james, donnolley, 80, halifax close, , dulwich hill, 2122, act, 19931007, 39, 08 16945496, 2533830, 8
rec-2697-org,   channing, greenland, 154, pelloe place, , daylesford, 2541, qld, 19970319, 35, 07 07198942, 3121142, 4
rec-6859-org,   lily, coleman, 3, clode crescent, , ormeau, 4152, vic, , , 02 26987900, 5136783, 9
rec-1667-org,   ruby, vincent, 30, crofts crescent, nalaura, bethanga, 7248, , 19931123, 25, 08 99656517, 1084667, 6
rec-5132-org,   rhiannon, ryan, 67, walker crescent, rosemount, craigmore, 3166, vic, 19940918, , 08 20225398, 1347755, 5
rec-5258-org,   ella, d'emden, 8, mollee crescent, , mosman, 3169, nsw, 19950216, 31, 02 87980473, 2932825, 1
rec-3315-org,   rhys, matthews, 20, bennelong crescent, kmart p plaza, mcdowall, 3175, vic, 19900425, 29, 03 67091156, 5426197, 1
rec-6598-org,   katelyn, stanley, 14, chewings street, villa 36 sovereign garden, kingsford, 6152, nsw, 19990420, , 04 34499390, 8072574, 3
rec-2765-org,   lachlan, white, 25, two sticks road, villa 405 bally cara, wattle glen, 3076, nsw, 19970305, , 07 82368673, 4375824, 7
rec-1447-org,   emma, mesiti, 51, pullar place, , lalor park, 3088, nsw, 19960209, , 08 94297173, 7885511, 2
rec-654-org,   imogen, , 8, temperley street, , laurieton, 4750, wa, 19980517, 24, 04 80566730, 4045609, 8
rec-7308-dup-1, lillian, jeffries, 1718, , , point lonbsdale, 3788, qld, 19910120, 33, 02 12572295, 4975151, 6
rec-2875-org,   , coulson, 48, tyrrell circuit, , st kilda, 2158, nsw, 19910530, 40, 04 64592219, 2977253, 8
rec-4108-org,   krystin, haren, 12, lachlan street, , newcastle, 2260, nsw, 19990601, 31, 08 76951172, 9245479, 7
rec-6816-org,   phoebe, tetija, 4, myall street, , sheffield, 3137, , 19970327, 29, , 2242166, 2
rec-4662-org,   bayley, godfrey, 9, murranji street, , nightcliff, 2747, nsw, , 36, 02 61356990, 3178498, 5
rec-2036-org,   harry, norton-baker, 48, macartney crescent, wangi shoppng centre, kardinya, 6019, vic, 19930225, 12, 08 16147122, 1953159, 6
rec-1474-org,   timothy, shepherd, 46, mcdonnell close, , devonport, 5108, nsw, , 31, 02 99379004, 4896330, 6
rec-6030-org,   bethany, ferri, 127, adcock place, wuikikakiwi, keysborough, 2035, nsw, 19991116, 31, 08 24886509, 5659235, 5
rec-193-org,   harley, timmiss, 8, barton highway, rbm 1020, surry hills, 6168, nsw, 19940302, 26, 02 00547070, 8148523, 6
rec-7056-org,   samuel, hirsinger, 24, sadlier street, lingdale, flemington, 5108, qld, , 11, 08 15403695, 9486060, 5
rec-4178-org,   nathan, koopman, 45, bandulla street, , blacks beach, 2170, , 19970321, 29, 08 33210975, 9917185, 7
rec-8012-org,   josephine, tunstall, 168, allcott place, almerta, petersham, 4552, sa, 19910106, 35, 08 81235931, 7852408, 1
rec-708-org,   adrian, genovese, 24, gooromon ponds road, , forbes, 3199, tas, 19920817, 24, 07 56962495, 1731540, 4
rec-4832-org,   oliver, , 41, wirria circuit, maritime cottage, coal point, 4214, sa, , 27, 02 28684736, 5334879, 7
rec-7215-org,   paige, thorpe, 64, solomon crescent, , rochester, 3106, vic, 19940326, 24, 08 38689120, 1139836, 6
rec-2320-org,   christian, gondzioulis, 63, devanny place, burnside, berwick, 2320, nsw, 19901103, 24, 03 68703975, 8899135, 8
rec-6143-org,   harrison, zatorski, 27, sturt avenue, argyle, windsor, 2770, nt, , 25, , 3119145, 0
rec-1074-org,   lachlan, dooley, 5, alawa street, , cooks hill, 3806, nsw, , , 02 36660473, 1778891, 4
rec-4640-org,   cooper, matthews, 8, burnie street, st francis village, birchgrove, 2800, nsw, 19991018, , 08 57921345, 6188167, 9
rec-5925-org,   abby, steers, 5, gilmore crescent, , glen innes, 3350, vic, 19970624, 31, 07 18562500, 4933336, 7
rec-5985-dup-0, jake, campbell, 28, nanda place, , goodna, 3637, vic, 19991018, 34, , 5123587, 3
rec-2246-org,   abbie, carugno, 21, beetaloo street, , semaphore south, 3677, nsw, 19900703, 26, 03 21962171, 2408684, 8
rec-8270-org,   jade, teague, 7, clive steele avenue, parklands village, belmont north, 2870, qld, 19960115, 26, 03 75375370, 9029945, 1
rec-4798-org,   christian, wasley, 6, bosworth circuit, , charlestown, 3268, vic, 19900611, , 02 75967645, 6107714, 0
rec-3429-dup-0, riley, patience, 13, maclaurin crescent, , wantirna, 4179, , 19950221, , , 3613308, 3
rec-4099-org,   philip, willing, 53, devanny place, , bundaberg, 4031, nsw, 19950527, , 07 14017907, 8102611, 4
rec-4982-org,   charli, maynard, 133, crampton place, wiangaree, figtree, 3220, vic, , 25, 02 89845933, 5378728, 2
rec-2682-org,   lauren, noble, 3, launceston street, berowra exch, ballarat, 6061, , 19901102, 14, 02 09520870, 3671079, 8
rec-5194-org,   hayley, den otter, 6, darwinia terrace, lambrook, armidale, 6030, qld, 19950508, 22, 02 55928531, 8807318, 5
rec-960-dup-1, jacib, berryman, 50, cheeseman place, eureka, stanmore, 4914, qld, 19980730, 28, 02 87171237, 8507302, 2
rec-544-org,   shantal, fitzpatrick, 17, boyland close, tiverton, st ives, 2722, wa, 19930117, 35, 07 36972646, 1558225, 1
rec-7212-org,   tanar, grainger, , fielder place, , sunnybank, 4680, vic, 19910611, 31, 07 86027741, 7266475, 6
rec-364-org,   toby, webb, 41, archibald street, , salisbury, 2485, nsw, 19971024, 34, 03 03331203, 1708812, 2
rec-2612-org,   nathan, humphreys, 106, fawkner street, , reynella, 2810, , 19940116, , 03 86991414, 5867353, 7
rec-5334-org,   joshua, boman, , ballumbir street, , hazelwood park, 3138, sa, 19910907, 31, 03 56651090, 2031836, 5
rec-8274-org,   abbie, reid, 4, gosse street, , liparoo, 6156, vic, 19990904, 36, 08 45151636, 1444155, 4
rec-5316-dup-0, silas, eglinton, 17, foster place, , lambells lagoon, 4114, nsw, 19910814, 26, 04 87692924, 7202628, 0
rec-3466-org,   ethan, burford, 1, underwood street, , nelson, 6167, wa, 19981208, 31, 07 42387826, 3178104, 9
rec-4346-org,   georgia, martlow, 39, jindabyne street, killarney, blacktown, 5214, nsw, 19920504, 31, 03 40832991, 6248829, 2
rec-8295-org,   aimee, modystach, , millar place, braebourne, mannum, 3019, vic, 19950412, 42, 04 67669634, 8131873, 3
rec-8487-dup-0, sean, mulgan, , gibbons street, glen eden, north haven, 6075, , 19900328, , 02 93260240, 6315209, 9
rec-2155-org,   jack, swaalf, 7, bennett street, , oak park, 3147, , 19940522, 19, 03 29009683, 5142816, 9
rec-5222-org,   kayden, rundle, 18, chataway crescent, , bayview, 4670, nsw, 19981228, 41, 04 29961618, 3684037, 5
rec-7687-org,   katelyn, bansemer, 15, hopegood place, , st ives, 2485, qld, 19990724, 22, 07 07294271, 7103988, 3
rec-360-dup-1, john, miles, 244, ellerston avenue, , st agnqs, 2525, nsw, 19981229, 10, 08 25069099, 7981277, 3
rec-7552-org,   brianna, humphreys, 32, dulverton street, , brunswick west, 7018, wa, 19980413, 30, 02 07679201, 4743850, 6
rec-7594-org,   lachlan, bottroff, 21, blamey crescent, bangor lodge, aitkenvale, 6230, wa, 19940718, 37, 03 58525016, 4772973, 9
rec-3453-org,   caleb, pavlos, 38, jansz crescent, kamala, port augusta, 2033, nsw, 19900518, 24, 03 17897429, 7759511, 3
rec-568-org,   hugo, shepherd, 9, owen dixon drive, kanya, sylvania, 4216, nsw, 19920302, 24, 08 15645147, 1446831, 1
rec-1657-org,   , brock, 43, wootton crescent, , cremorne, 2575, wa, 19920307, 27, 07 64060196, 6568597, 2
rec-2242-org,   david, mcgregor, 24, alexander mackie circuit, locn 2093, camp hill, 3690, nsw, 19981024, 13, 08 18162274, 6616510, 7
rec-1463-org,   billy, gerick, 65, clem hill street, hill cottage, whitfield, 3898, vic, 19970624, 30, 04 87390528, 7184276, 0
rec-3475-org,   ella, connier, 8, oliver street, , spring hill, 4740, nsw, 19900312, 42, 03 85685103, 9220991, 6
rec-3392-org,   lachlan, campbell, 81, freda bennett circuit, stonehouse, warneet, 4006, nsw, , 34, 04 85152177, 2926818, 8
rec-5219-dup-2, sarah, kray, 2, burdekin street, , woy woy, 3181, nsw, 19960220, 12, 03 49837503, 2526472, 7
rec-4270-org,   nathan, green, 20, lambrigg street, , bittern, 2221, qld, 19970104, 32, 08 88715078, 6664957, 7
rec-2005-org,   jesse, leslie, 6, feint street, glen elgin, coolamon, 2100, nsw, 19950327, 20, 07 24486859, 4340152, 0
rec-3878-org,   daniel, berry, 19, , , taree, 2832, qld, 19990114, 35, 08 40930912, 9300770, 3
rec-7573-org,   stephanie, goodrum, 49, culgoa circuit, , malvern east, 2096, wa, 19951119, , 08 41224920, 2172849, 9
rec-3668-org,   isabella, hemlof, 39, cambridge street, west road, lilli pilli, 2194, nsw, , 28, 03 89863621, 6934186, 7
rec-7826-org,   brandon, hefford, 26, henry street, nyrraby, ivanhoe east, 2284, qld, 19911017, , , 6267912, 4
rec-1559-dup-2, joshua, matthews, 24, vidal street, , putney, 4350, nsw, 19985123, 12, 04 17740824, 4579849, 7
rec-8494-org,   luke, hague, 9, collings street, , belmont, 2747, wa, 19900426, 22, 08 77242329, 4420474, 8
rec-7660-org,   tai, hage, 10, o'connell street, , singleton heights, 3153, qld, 19901202, 31, 07 58111672, 8572098, 3
rec-1005-org,   zachary, collier, , sainsbury street, akenfield, mitcham, 3199, sa, 19930205, 9, 03 57614110, 8738342, 3
rec-6289-org,   kyle, fitzpatrick, 29, , mt pleasant, yarramalong, 2223, wa, 19930226, 11, 07 91556657, 7445653, 5
rec-8028-org,   thomas, hewson, 7, upton street, , taringa, 5109, nsw, 19970408, 41, 02 37053468, 8628280, 5
rec-852-org,   liam, shepherd, 29, priestley place, , willetton, 3124, wa, 19920611, 34, 02 27944046, 4307875, 0
rec-7180-org,   jessica, statham, 12, finey close, worro downs, cherrybrook, 2170, nsw, 19970512, , , 2458253, 9
rec-420-org,   diamond, hawes, 4, mugga way, chilton heights, parndana, 2200, qld, 19900617, , 02 55857026, 8124724, 7
rec-7112-org,   madison, maynard, 119, ingamells street, , kotara, 5131, wa, 19990201, , 03 95515898, 8390953, 1
rec-2420-org,   joshua, trevorrow, 22, hacking crescent, pacific haven, morwell, 2335, qld, 19960509, 33, 08 62926399, 1015176, 1
rec-4443-org,   devan, cenin, 19, cordeaux street, , greensborough, 6107, tas, 19950323, , 07 65827331, 4793260, 2
rec-7115-org,   shannon, schlezak, 20, marr street, belleview, magill, 4207, nsw, 19981125, 35, 04 07379836, 7428807, 5
rec-1472-org,   victoria, walls, 1222, pethebridge street, southern wood, box hill south, 3088, vic, 19970524, , 02 52626366, 5761536, 6
rec-1596-org,   connor, denning, 7, tangari street, , garbutt, 3170, tas, 19900701, 27, 04 49752460, 1910845, 9
rec-812-dup-0, benjamin, alderson, 1, goode street, , wynnum west, 6210, nsw, 19990822, , 07 98804295, 3617605, 6
rec-4060-org,   isabelle, reid, 7, parsons street, yellow dam, orange, 3556, nsw, 19971027, 32, 08 53303944, 1950527, 1
rec-651-org,   kristin, riede, 5, wyselaskie circuit, , two rocks, 3084, qld, 19920425, 24, 04 97609578, 2654476, 3
rec-4158-org,   hugo, sherriff, 39, vansittart crescent, , landsborough, 2372, tas, 19920221, 20, 07 64873193, 8178358, 4
rec-7651-org,   jayden, berry, 12, carter crescent, , birrong, 3121, qld, 19931111, 29, 04 53177688, 7750918, 3
rec-2363-org,   brandon, dixon, 58, chewings street, glendora, vaucluse, 2300, nsw, 19930203, 27, 03 10430882, 9921319, 2
rec-757-dup-0, william, ranso, 33, allyn close, rainbow ridge, maitland, 2800, nsw, 19961016, 30, 03 81927914, 1982694, 7
rec-1156-org,   chelsea, wheatley, 17, macnamara place, carney's arcade, orange, 2441, , 19950823, 8, 02 55153306, 5049003, 6
rec-1541-org,   erin, tunstall, 162, gooromon ponds road, , cronulla, 2602, qld, 19980521, 27, 04 46454283, 2413122, 4
